smiles,ee
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OC)O)c1ccccc1.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=C)(c1c(cc(cc1)OC)O)c1ccccc1.ClCCl,68
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1c(cc(cc1)OC)O)c1ccccc1.ClCCl,82
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OC)O)c1ccccc1.ClC(Cl)Cl,95
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OC)O)c1ccccc1.O1CCCC1,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OC)O)c1ccccc1.O(CC)C(=O)C,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OC)O)c1ccccc1.c1(ccccc1)C,95
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OC)O[Si](C)(C)C)c1ccccc1.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OCc1ccccc1)O[Si](C)(C)C)c1ccccc1.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OCC=C)O[Si](C)(C)C)c1ccccc1.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)OCC#C)O[Si](C)(C)C)c1ccccc1.ClCCl,99
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc2c(c1)OCO2)O[Si](C)(C)C)c1ccccc1.ClCCl,97
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1c(cc(cc1)O[Si](C(C)(C)C)(C)C)O)c1ccccc1.ClCCl,99
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O)OC)c1ccc(cc1)OC.ClCCl,96
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O)OC)c1ccc(cc1)SC.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)OC.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)C=C.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)c1ccccc1.ClCCl,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1ccc(cc1)F.ClCCl,97
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccc(cc1O[Si](C)(C)C)OC)c1c2ccccc2ccc1.ClCCl,75
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=C)(c1ccccc1O[Si](C)(C)C)c1ccc(cc1)OC.ClCCl,80
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1ccccc1)NC(=O)C.c1(ccccc1)C,91
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1ccc(cc1)C)NC(=O)C.c1(ccccc1)C,91
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1ccc(cc1)Cl)NC(=O)C.c1(ccccc1)C,92
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1ccc(cc1)F)NC(=O)C.c1(ccccc1)C,90
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C=C(NC(=O)C)c1ccc(cc1)C(F)(F)F.c1(ccccc1)C,87
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1ccc(cc1)OC)NC(=O)C.c1(ccccc1)C,95
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1cc(ccc1)OC)NC(=O)C.c1(ccccc1)C,74
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(NC(=O)C)c1c2ccccc2ccc1.c1(ccccc1)C,89
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5cc5c4C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2cc2c1C=CC=C2.C(=C)(c1cc2c(cc1)cccc2)NC(=O)C.c1(ccccc1)C,94
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5ccc4)OP(=O)(Oc13)O)cccc2)c1c2ccccc2ccc1.C(=N\c1ccc(cc1)OC)(/c1cc2ccccc2cc1)\C.ClCCl,44
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc5c(cc4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1cc2c(cc1)C=CC=C2.C(=N\c1ccc(cc1)OC)(/c1cc2ccccc2cc1)\C.ClCCl,40
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4ccc(cc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)c1ccc(cc1)c1ccccc1.C(=N\c1ccc(cc1)OC)(/c1cc2ccccc2cc1)\C.ClCCl,48
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1cc2ccccc2cc1)\C.ClCCl,62
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1cc2ccccc2cc1)\C.ClC(Cl)Cl,50
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1cc2ccccc2cc1)\C.c1(ccccc1)C,70
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1cc2ccccc2cc1)\C.c1ccccc1,70
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccccc1)(/c1cc2ccccc2cc1)\C.c1ccccc1,68
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccccc1)(/c1ccc(cc1)C(F)(F)F)\C.c1ccccc1,70
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)C(F)(F)F)\C.c1ccccc1,72
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccccc1)\C.c1ccccc1,74
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccccc1)(/c1ccccc1)\C.c1ccccc1,72
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccccc1F)\C.c1ccccc1,84
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccccc1C)\C.c1ccccc1,78
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1C)C)\C.c1ccccc1,78
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)c1ccccc1)\C.c1ccccc1,74
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)OC)\C.c1ccccc1,72
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1cccc(c1)Br)\C.c1ccccc1,72
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N\c1ccc(cc1)OC)(/c1ccccc1C(F)(F)F)\C.c1ccccc1,82
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4ccccc4)OP(=O)(Oc13)O)cccc2)c1ccccc1.C(=N\c1ccc(cc1)OC)(/c1ccccc1)\C.ClCCl,40
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc5c(cc4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1cc2c(cc1)C=CC=C2.C(=N\c1ccc(cc1)OC)(/c1ccccc1)\C.ClCCl,44
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4ccc(cc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)c1ccc(cc1)c1ccccc1.C(=N\c1ccc(cc1)OC)(/c1ccccc1)\C.ClCCl,51
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4ccc(cc4)c4c(cc(cc4C)C)C)OP(=O)(Oc13)O)cccc2)c1ccc(cc1)c1c(cc(cc1C)C)C.C(=N\c1ccc(cc1)OC)(/c1ccccc1)\C.ClCCl,32
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cccc4C)C)OP(=O)(Oc13)O)cccc2)c1c(cccc1C)C.C(=N\c1ccc(cc1)OC)(/c1ccccc1)\C.ClCCl,65
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccccc1)\C.ClCCl,81
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccccc1F)\C.c1(ccccc1)C,85
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccccc1OC)\C.c1(ccccc1)C,80
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccccc1C)\C.c1(ccccc1)C,93
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1C)C)\C.c1(ccccc1)C,92
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)C)\C.c1(ccccc1)C,88
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)N(=O)=O)\C.c1(ccccc1)C,80
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1cc(c(cc1)OC)OC)\C.c1(ccccc1)C,89
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)C#N)\C.c1(ccccc1)C,80
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1cc2ccccc2cc1)\C.c1(ccccc1)C,84
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccccc1)\C.c1(ccccc1)C,88
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/C(C)C)\C.c1(ccccc1)C,90
c1(cc2c(c3-c4c(c(cc5c4cccc5)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)OP(=O)(Oc13)O)cccc2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F.C(=N)(c1ccccc1O)c1ccccc1.c1ccccc1,56
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccccc1.c1ccccc1,96
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccccc1.O=C(C)C,87
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccccc1.N#CC,94
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccccc1.ClCCl,80
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccccc1.O1CCCC1,90
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccccc1.c1(ccccc1)C,90
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccc(cc1)C.c1ccccc1,91
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccc(cc1)c1ccccc1.c1ccccc1,97
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccc(cc1)Cl.c1ccccc1,93
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccc(cc1)Oc1ccccc1.c1ccccc1,93
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccc(cc1)N(=O)=O.c1ccccc1,93
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccc(cc1)C(=O)OC.c1ccccc1,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1cccc(c1)C.c1ccccc1,92
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1cccc(c1)OC.c1ccccc1,90
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1cccc(c1)N(=O)=O.c1ccccc1,92
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccccc1F.c1ccccc1,91
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cccc(c1O)C)c1ccccc1.c1ccccc1,92
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccc(cc1O)C)c1ccccc1.c1ccccc1,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccc(cc1O)c1ccccc1)c1ccccc1.c1ccccc1,99
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccc(cc1O)F)c1ccccc1.c1ccccc1,99
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cc(ccc1O)C)c1ccccc1.c1ccccc1,88
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1)c1c(ccc(c1)c1ccccc1)O.c1ccccc1,93
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cc(ccc1O)Br)c1ccccc1.c1ccccc1,96
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cc(ccc1O)OC)c1ccccc1.c1ccccc1,90
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cc(ccc1O)N(=O)=O)c1ccccc1.c1ccccc1,99
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cc(ccc1O)C(=O)c1ccccc1)c1ccccc1.c1ccccc1,93
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccc(cc1O)C)c1ccc(cc1)Cl.c1ccccc1,96
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cc(ccc1O)C)c1ccc(cc1)c1ccccc1.c1ccccc1,98
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cc(ccc1O)Br)c1cccc(c1)C.c1ccccc1,93
c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1cc2c(cc1)cccc2.c1ccccc1,99
